Length,Weight,Fec,SC,Year
268,146,44559,Spring,1970s
346,294,107739,Spring,1970s
266,140,35873,Spring,1970s
259,126,34177,Spring,1970s
703,191,63956,Spring,1970s
290,187,60983,Spring,1970s
347,370,111672,Fall,1970s
311,231,65792,Fall,1970s
313,273,83428,Fall,1970s
345,333,109775,Fall,1970s
325,297,114672,Fall,1970s
350,325,129997,Fall,1970s
326,295,89077,Fall,1970s
296,207,60273,Fall,1970s
304,220,73109,Fall,1970s
322,286,91558,Fall,1970s
298,216,62928,Fall,1970s
316,367,87646,Fall,1970s
306,233,57228,Fall,1970s
317,280,83879,Fall,1970s
349,356,78059,Fall,1970s
314,281,90236,Fall,1970s
298,225,58991,Fall,1970s
297,222,85049,Fall,1970s
321,300,116707,Fall,1970s
337,369,145899,Fall,1970s
290,217,63516,Fall,1970s
315,285,89859,Fall,1970s
343,396,132338,Fall,1970s
324,303,99767,Fall,1970s
315,262,83922,Fall,1970s
303,230,79230,Fall,1970s
298,205,58646,Fall,1970s
313,225,68729,Fall,1970s
297,222,70713,Fall,1970s
293,196,49469,Fall,1970s
304,212,58422,Fall,1970s
297,209,60226,Fall,1970s
293,197,58734,Fall,1970s
320,274,99604,Fall,1970s
301,201,43684,Fall,1970s
300,205,55073,Fall,1970s
294,211,45651,Fall,1970s
304,233,71599,Fall,1970s
302,217,80746,Fall,1970s
295,214,68029,Fall,1970s
301,223,70375,Fall,1970s
330,309,101830,Fall,1970s
302,221,92160,Fall,1970s
339,334,170385,Fall,1970s
302,237,67947,Fall,1970s
311,244,66239,Fall,1970s
340,308,159577,Fall,1970s
320,269,99714,Fall,1970s
317,274,72400,Fall,1970s
376,508,224608,Fall,1970s
361,433,190320,Fall,1970s
312,257,106628,Fall,1970s
380,498,253123,Fall,1970s
351,370,202408,Fall,1970s
351,385,211176,Fall,1970s
333,349,170206,Fall,1970s
347,370,111672,Fall,1970s
311,231,65792,Fall,1970s
313,273,83428,Fall,1970s
345,333,109775,Fall,1970s
325,297,114672,Fall,1970s
350,325,129997,Fall,1970s
326,295,89077,Fall,1970s
296,207,60273,Fall,1970s
304,220,73109,Fall,1970s
322,286,91558,Fall,1970s
298,216,62928,Fall,1970s
316,367,87646,Fall,1970s
306,233,57228,Fall,1970s
270,161,34457,Spring,1970s
259,143,42904,Spring,1970s
281,180,37045,Spring,1970s
280,165,36759,Spring,1970s
250,125,32829,Spring,1970s
270,149,37844,Spring,1970s
275,170,46721,Spring,1970s
304,245,61398,Spring,1970s
284,178,52791,Spring,1970s
272,169,34776,Spring,1970s
248,117,19798,Spring,1970s
270,165,36368,Spring,1970s
254,117,22557,Spring,1970s
269,146,39283,Spring,1970s
256,137,31519,Spring,1970s
267,148,33073,Spring,1970s
252,128,25555,Spring,1970s
275,167,39332,Spring,1970s
270,158,33405,Spring,1970s
296,236,51650,Spring,1970s
275,160,34958,Spring,1970s
252,125,27182,Spring,1970s
265,145,31290,Spring,1970s
305,210,42191,Spring,1970s
270,163,44695,Spring,1970s
300,230,53708,Spring,1970s
272,155,33082,Spring,1970s
262,132,29883,Spring,1970s
272,160,34806,Spring,1970s
265,149,34011,Spring,1970s
262,149,39129,Spring,1970s
272,165,30560,Spring,1970s
250,127,41765,Spring,1970s
288,195,23577,Spring,1970s
307,235,41430,Spring,1970s
271,165,37226,Spring,1970s
342,324,153463,Fall,1970s
351,403,199134,Fall,1970s
368,492,285564,Fall,1970s
343,350,157257,Fall,1970s
368,440,81967,Fall,1970s
390,526,284014,Fall,1970s
323,271,175472,Fall,1970s
348,418,117773,Spring,1970s
330,349,103242,Spring,1970s
358,437,122219,Spring,1970s
347,396,136250,Spring,1970s
360,478,129258,Spring,1970s
358,474,128904,Spring,1970s
356,413,126952,Spring,1970s
342,333,161119,Spring,1970s
345,346,120672,Spring,1970s
366,406,169158,Spring,1970s
347,359,154924,Spring,1970s
340,314,154779,Spring,1970s
348,378,125851,Spring,1970s
351,405,146958,Spring,1970s
370,437,155610,Spring,1970s
357,427,154593,Spring,1970s
342,347,95201,Spring,1970s
361,396,122173,Spring,1970s
336,324,125670,Spring,1970s
349,382,147453,Spring,1970s
367,413,120639,Spring,1970s
356,417,152308,Spring,1970s
351,408,150963,Spring,1970s
360,440,153846,Spring,1970s
360,424,131408,Spring,1970s
365,409,153594,Spring,1970s
354,385,111899,Spring,1970s
333,316,115205,Spring,1970s
330,309,93565,Spring,1970s
352,418,143688,Spring,1970s
358,387,133382,Spring,1970s
353,436,136141,Spring,1970s
352,380,134622,Spring,1970s
350,424,154043,Spring,1970s
362,419,173530,Spring,1970s
327,329,104601,Spring,1970s
324,295,96984,Spring,1970s
327,332,101970,Spring,1970s
325,308,85519,Spring,1970s
347,374,121132,Spring,1970s
349,376,111580,Spring,1970s
355,445,29903,Spring,1970s
348,401,138230,Spring,1970s
358,421,128819,Spring,1970s
362,451,109373,Spring,1970s
334,347,86078,Spring,1970s
357,430,143640,Spring,1970s
346,377,113613,Spring,1970s
356,410,111281,Spring,1970s
357,448,157941,Spring,1970s
366,401,125021,Spring,1970s
353,410,116917,Spring,1970s
325,309,85541,Spring,1970s
321,286,99269,Spring,1970s
341,315,79395,Spring,1970s
360,429,109414,Spring,1970s
352,412,126629,Spring,1970s
351,368,104928,Spring,1970s
356,372,97662,Spring,1970s
350,373,141565,Spring,1970s
337,355,127973,Spring,1970s
338,363,118532,Spring,1970s
360,416,129469,Spring,1970s
335,323,89739,Spring,1970s
349,375,138976,Spring,1970s
328,326,128292,Spring,1970s
327,304,121260,Spring,1970s
325,301,108485,Spring,1970s
372,452,156253,Spring,1970s
340,328,118025,Spring,1970s
353,377,116911,Spring,1970s
355,375,107989,Spring,1970s
342,315,133297,Spring,1970s
357,391,104330,Spring,1970s
339,337,118561,Spring,1970s
342,341,106991,Spring,1970s
333,334,120635,Spring,1970s
350,373,146604,Spring,1970s
332,313,107546,Spring,1970s
358,403,130759,Spring,1970s
362,418,145517,Spring,1970s
328,318,102782,Spring,1970s
343,369,132394,Spring,1970s
366,437,130939,Spring,1970s
362,427,138279,Spring,1970s
341,359,126109,Spring,1970s
327,313,102769,Spring,1970s
321,257,96726,Fall,1970s
323,304,109292,Fall,1970s
363,427,148198,Fall,1970s
348,437,213886,Fall,1970s
351,468,164942,Fall,1970s
330,364,178515,Fall,1970s
312,295,106266,Fall,1970s
311,283,75603,Fall,1970s
323,325,98849,Fall,1970s
342,323,124872,Fall,1970s
372,466,151703,Fall,1970s
328,336,97736,Fall,1970s
323,322,114374,Fall,1970s
331,322,106868,Fall,1970s
331,372,176324,Fall,1970s
354,454,134822,Fall,1970s
352,447,123507,Fall,1970s
355,462,134245,Fall,1970s
324,333,78248,Fall,1970s
341,341,127846,Fall,1970s
351,413,129859,Fall,1970s
325,301,85955,Fall,1970s
300,353,113937,Fall,1970s
303,261,85062,Fall,1970s
340,347,146741,Fall,1970s
307,274,125678,Fall,1970s
331,308,119472,Fall,1970s
314,285,103130,Fall,1970s
342,362,145024,Fall,1970s
366,506,212596,Fall,1970s
331,370,140923,Fall,1970s
263,504,135688,Fall,1970s
355,353,201675,Fall,1970s
365,455,194702,Fall,1970s
339,389,112148,Fall,1970s
296,238,95771,Fall,1970s
336,360,123799,Fall,1970s
353,456,170697,Fall,1970s
334,425,179596,Fall,1970s
332,353,120110,Fall,1970s
296,237,66849,Fall,1970s
334,371,116611,Fall,1970s
318,318,121513,Fall,1970s
327,319,113832,Fall,1970s
326,329,139936,Fall,1970s
298,281,88593,Fall,1970s
326,350,119297,Fall,1970s
367,430,142401,Fall,1970s
355,447,162049,Fall,1970s
353,454,218952,Fall,1970s
331,373,145331,Fall,1970s
311,297,113928,Fall,1970s
344,402,80180,Fall,1970s
344,430,160550,Fall,1970s
347,439,123900,Fall,1970s
335,353,55210,Fall,1970s
309,295,87640,Fall,1970s
333,380,135633,Fall,1970s
363,477,46057,Fall,1970s
365,476,148804,Fall,1970s
372,489,156467,Fall,1970s
358,444,67586,Fall,1970s
324,314,94520,Fall,1970s
322,299,99488,Fall,1970s
352,400,137066,Fall,1970s
329,370,112121,Fall,1970s
346,361,126478,Fall,1970s
362,,110222,Fall,1970s
327,356,135446,Fall,1970s
387,605,61898,Fall,1970s
350,411,152936,Fall,1970s
337,393,126499,Fall,1970s
364,442,131053,Fall,1970s
357,414,147607,Fall,1970s
387,507,96303,Fall,1970s
349,412,131397,Fall,1970s
315,309,101106,Fall,1970s
318,294,93464,Fall,1970s
360,413,112355,Fall,1970s
335,385,135576,Fall,1970s
348,440,49690,Fall,1970s
361,495,98258,Fall,1970s
331,358,150448,Fall,1970s
334,346,110455,Fall,1970s
332,336,73314,Fall,1970s
346,423,91307,Fall,1970s
328,338,83384,Fall,1970s
345,411,76730,Fall,1970s
348,440,83541,Fall,1970s
344,440,127802,Fall,1970s
348,476,166932,Fall,1970s
337,341,94824,Fall,1970s
349,418,91337,Fall,1970s
354,433,62633,Fall,1970s
361,503,165802,Fall,1970s
388,501,131047,Fall,1970s
369,467,148590,Fall,1970s
326,362,115033,Fall,1970s
331,384,100756,Fall,1970s
306,300,71695,Fall,1970s
311,298,156019,Fall,1970s
333,347,133628,Fall,1970s
388,384,99824,Fall,1970s
374,483,71118,Fall,1970s
332,365,186914,Fall,1980s
328,334,153500,Fall,1980s
324,340,171578,Fall,1980s
312,279,110268,Fall,1980s
315,297,136483,Fall,1980s
341,421,201978,Fall,1980s
350,417,155143,Fall,1980s
345,398,177076,Fall,1980s
324,324,138206,Fall,1980s
314,308,138563,Fall,1980s
317,311,160344,Fall,1980s
325,352,115201,Fall,1980s
324,341,106658,Fall,1980s
345,394,105783,Fall,1980s
327,329,167630,Fall,1980s
325,327,162637,Fall,1980s
323,339,158960,Fall,1980s
304,223,68696,Spring,1980s
284,193,60351,Spring,1980s
298,221,80779,Spring,1980s
277,163,30066,Spring,1980s
308,232,85995,Spring,1980s
262,145,32995,Spring,1980s
273,150,44202,Spring,1980s
261,128,35711,Spring,1980s
270,179,46051,Spring,1980s
301,208,43837,Spring,1980s
292,209,70399,Spring,1980s
283,274,42842,Spring,1980s
302,230,76401,Spring,1980s
300,216,61621,Spring,1980s
308,240,68044,Spring,1980s
29,211,55628,Spring,1980s
287,225,59685,Spring,1980s
280,142,20522,Spring,1980s
300,196,49800,Spring,1980s
300,245,60503,Spring,1980s
299,237,68091,Spring,1980s
282,182,42998,Spring,1980s
271,156,45859,Spring,1980s
280,155,38446,Spring,1980s
297,172,25357,Spring,1980s
278,137,26837,Spring,1980s
289,222,67859,Spring,1980s
296,222,78950,Spring,1980s
304,237,74335,Spring,1980s
301,240,86554,Spring,1980s
302,208,69844,Spring,1980s
296,209,76652,Spring,1980s
291,219,72078,Spring,1980s
337,301,90460,Spring,1980s
306,244,86580,Spring,1980s
286,192,60290,Spring,1980s
274,160,47524,Spring,1980s
300,218,72625,Spring,1980s
296,221,66632,Spring,1980s
297,217,87805,Spring,1980s
315,303,101903,Spring,1980s
312,252,89725,Spring,1980s
279,199,72503,Spring,1980s
304,254,79192,Spring,1980s
306,247,72734,Spring,1980s
285,181,46735,Spring,1980s
292,242,73894,Spring,1980s
297,242,84304,Spring,1980s
306,203,29309,Spring,1980s
299,194,36301,Spring,1980s
297,227,61116,Spring,1980s
292,220,36667,Spring,1980s
314,261,57332,Spring,1980s
280,162,28577,Spring,1980s
279,188,43785,Spring,1980s
292,216,51960,Spring,1980s
292,191,37201,Spring,1980s
287,197,42135,Spring,1980s
297,216,104202,Spring,1980s
270,174,54583,Spring,1980s
298,200,57468,Spring,1980s
270,161,34668,Spring,1980s
299,213,71514,Spring,1980s
295,219,76393,Spring,1980s
271,162,44140,Spring,1980s
291,198,51896,Spring,1980s
288,244,77282,Spring,1980s
300,215,81942,Spring,1980s
296,210,48457,Spring,1980s
274,178,54485,Spring,1980s
293,226,85131,Fall,1980s
297,245,110702,Fall,1980s
314,336,154219,Fall,1980s
309,279,66931,Fall,1980s
301,277,102281,Fall,1980s
334,350,152295,Fall,1980s
319,358,161779,Fall,1980s
289,232,96110,Fall,1980s
315,298,106349,Fall,1980s
335,407,182058,Fall,1980s
347,369,117564,Fall,1980s
319,363,170805,Fall,1980s
327,347,188585,Fall,1980s
287,198,77110,Fall,1980s
332,385,182081,Fall,1980s
317,342,151235,Fall,1980s
314,307,97491,Fall,1980s
329,366,114007,Fall,1980s
329,327,79885,Fall,1980s
320,329,96766,Fall,1980s
331,382,192833,Fall,1980s
304,271,84670,Fall,1980s
314,348,177943,Fall,1980s
351,359,121313,Fall,1980s
313,256,92285,Spring,1980s
326,276,97225,Spring,1980s
271,151,32770,Spring,1980s
277,169,45533,Spring,1980s
282,178,64777,Spring,1980s
270,155,31291,Spring,1980s
361,476,99056,Fall,1980s
343,467,96943,Fall,1980s
330,345,189423,Fall,1980s
273,200,84574,Fall,1980s
311,279,117607,Fall,1980s
314,291,99528,Fall,1980s
278,218,87921,Fall,1980s
291,214,100575,Fall,1980s
290,229,80772,Fall,1980s
336,333,114270,Fall,1980s
313,284,108336,Fall,1980s
295,251,100494,Fall,1980s
304,251,107318,Fall,1980s
283,220,85504,Fall,1980s
323,299,171074,Fall,1980s
315,298,121674,Fall,1980s
317,294,156813,Fall,1980s
324,390,186956,Fall,1980s
307,309,117328,Fall,1980s
326,347,102892,Fall,1980s
331,297,62036,Spring,1980s
279,158,39539,Spring,1980s
351,425,150024,Fall,1980s
387,560,343706,Fall,1980s
362,500,262872,Fall,1980s
337,351,207951,Fall,1980s
316,280,128396,Fall,1980s
333,378,134311,Fall,1980s
337,433,260301,Fall,1980s
270,161,39268,Spring,1980s
359,488,117261,Fall,1980s
285,235,69532,Fall,1980s
388,487,139827,Fall,1980s
395,561,161018,Fall,1980s
327,329,69924,Fall,1980s
366,464,101613,Fall,1980s
344,359,87840,Fall,1980s
358,435,86053,Fall,1980s
342,356,139443,Fall,1980s
285,215,65001,Fall,1980s
295,234,96832,Fall,1980s
314,302,121370,Fall,1980s
307,279,118118,Fall,1980s
328,377,154608,Fall,1980s
369,462,96818,Fall,1980s
362,537,79350,Fall,1980s
339,401,114796,Fall,1980s
327,369,60417,Fall,1980s
321,320,79510,Fall,1980s
306,264,134085,Fall,1980s
349,416,123861,Fall,1980s
407,598,115629,Fall,1980s
357,364,72707,Fall,1980s
294,249,63169,Fall,1980s
353,412,108892,Fall,1980s
352,468,83559,Fall,1980s
318,313,134539,Fall,1980s
347,439,130520,Fall,1980s
321,330,157170,Fall,1980s
315,322,115241,Fall,1980s
355,447,250834,Fall,1980s
333,390,181038,Fall,1980s
319,356,186530,Fall,1980s
347,406,218807,Fall,1980s
340,439,251296,Fall,1980s
327,369,170162,Fall,1980s
328,374,202506,Fall,1980s
326,324,173470,Fall,1980s
335,389,152962,Fall,1980s
318,295,168226,Fall,1980s
330,388,193084,Fall,1980s
394,566,202901,Fall,1980s
342,391,134213,Fall,1980s
296,269,123398,Fall,1980s
342,369,82856,Fall,1980s
337,298,101245,Spring,1980s
323,312,96889,Spring,1980s
343,411,187262,Spring,1980s
340,379,127868,Spring,1980s
345,367,153260,Spring,1980s
345,390,164959,Spring,1980s
297,232,91798,Spring,1980s
305,248,109185,Spring,1980s
317,296,144996,Spring,1980s
301,265,117992,Spring,1980s
347,418,148325,Fall,1980s
850,920,231084,Fall,1980s
319,257,111894,Fall,1980s
348,420,161883,Fall,1980s
308,225,99399,Fall,1980s
331,363,120572,Fall,1980s
352,414,175468,Fall,1980s
348,387,180899,Fall,1980s
305,254,100966,Spring,1980s
315,239,85267,Spring,1980s
284,184,32146,Spring,1980s
284,184,66581,Spring,1980s
303,221,75414,Spring,1980s
271,168,45171,Spring,1980s
326,362,139367,Fall,1980s
332,362,207942,Fall,1980s
322,306,149321,Fall,1980s
300,256,124494,Fall,1980s
288,227,90848,Fall,1980s
315,349,210577,Fall,1980s
335,335,124663,Fall,1980s
294,241,88586,Fall,1980s
304,233,72254,Spring,1980s
312,344,170872,Fall,1980s
303,246,113833,Spring,1980s
278,186,46726,Spring,1980s
257,132,39119,Spring,1980s
169,169,52603,Spring,1980s
270,161,42051,Spring,1980s
293,129,56264,Spring,1980s
255,121,40307,Spring,1980s
280,184,53212,Spring,1980s
275,174,45764,Spring,1980s
261,137,38958,Spring,1980s
316,272,83201,Spring,1980s
272,153,40247,Spring,1980s
326,362,184023,Fall,1980s
331,345,180543,Fall,1980s
284,189,46795,Spring,1980s
,,104738,Spring,1980s
,,68021,Spring,1980s
,,48994,Spring,1980s
,,104907,Spring,1980s
,,98962,Spring,1980s
,,91178,Spring,1980s
,,73159,Spring,1980s
,,35419,Spring,1980s
,,53561,Spring,1980s
,,89864,Fall,1980s
,,61431,Fall,1980s
290,211,63020,Fall,1980s
303,260,96630,Fall,1980s
336,324,154391,Fall,1980s
325,291,164162,Fall,1980s
,,63442,Spring,1980s
,,110740,Spring,1980s
,,90752,Spring,1980s
,,134476,Spring,1980s
,,126621,Spring,1980s
,,69264,Spring,1980s
,,51799,Spring,1980s
,,81027,Spring,1980s
,,101715,Spring,1980s
,,132309,Spring,1980s
,,115502,Spring,1980s
,,105020,Spring,1980s
,,85908,Spring,1980s
,,141386,Spring,1980s
,,213005,Fall,1980s
,,193131,Fall,1980s
,,208303,Fall,1980s
,,202680,Fall,1980s
,,36055,Fall,1980s
,,157124,Fall,1980s
,,107177,Fall,1980s
,,154777,Fall,1980s
,,154346,Fall,1980s
,,167366,Fall,1980s
,,93903,Fall,1980s
,,174070,Fall,1980s
,,197968,Fall,1980s
307,242,89496,Fall,1980s
298,212,71638,Fall,1980s
292,218,62301,Fall,1980s
306,262,79588,Fall,1980s
291,187,76008,Fall,1980s
313,274,89597,Fall,1980s
308,256,91874,Fall,1980s
325,287,132767,Fall,1980s
298,246,87437,Fall,1980s
307,244,101799,Fall,1980s
297,235,98857,Fall,1980s
314,256,116263,Fall,1980s
301,237,79942,Fall,1980s
303,247,94193,Fall,1980s
286,210,66583,Fall,1980s
343,371,186589,Fall,1980s
335,337,151728,Fall,1980s
291,240,75029,Fall,1980s
297,217,60821,Fall,1980s
331,315,64053,Fall,1980s
350,375,196993,Fall,1980s
303,252,104971,Fall,1980s
298,212,75498,Fall,1980s
301,237,85063,Fall,1980s
298,240,73174,Fall,1980s
310,279,89122,Fall,1980s
328,332,140533,Fall,1980s
285,200,68799,Fall,1980s
297,220,95585,Fall,1980s
295,231,75671,Fall,1980s
329,336,104107,Fall,1980s
315,275,111004,Fall,1980s
320,262,92032,Fall,1980s
324,280,106124,Fall,1980s
,,73684,Spring,1980s
308,273,68056,Spring,1980s
288,197,52321,Spring,1980s
286,187,49579,Spring,1980s
298,213,51542,Spring,1980s
334,304,117249,Spring,1980s
297,196,56167,Spring,1980s
304,200,62543,Spring,1980s
276,174,47218,Spring,1980s
,,94677,Spring,1980s
,,61581,Spring,1980s
,,68303,Spring,1980s
333,416,227251,Fall,1980s
320,324,124320,Fall,1980s
319,344,136800,Fall,1980s
304,294,114831,Fall,1980s
312,297,145781,Fall,1980s
337,394,235376,Fall,1980s
305,303,130767,Fall,1980s
301,297,83205,Fall,1980s
316,331,105368,Fall,1980s
312,333,107990,Fall,1980s
320,328,123298,Fall,1980s
314,322,91772,Fall,1980s
314,307,165019,Fall,1980s
313,301,161835,Fall,1980s
317,319,151603,Fall,1980s
318,311,125789,Fall,1980s
,,114867,Spring,1980s
,,57075,Spring,1980s
,,64754,Spring,1980s
,,54686,Spring,1980s
,,28616,Spring,1980s
,,89993,Spring,1980s
,,57251,Spring,1980s
,,107661,Spring,1980s
,,88878,Spring,1980s
,,96598,Spring,1980s
,,78450,Spring,1980s
,,65078,Spring,1980s
,,46064,Spring,1980s
,,91842,Spring,1980s
,,107959,Spring,1980s
,,162344,Fall,1980s
,,231272,Fall,1980s
,,60488,Fall,1980s
,,77009,Fall,1980s
,,68253,Fall,1980s
,,198633,Fall,1980s
,,206960,Fall,1980s
,,168713,Fall,1980s
,,231458,Fall,1980s
,,284601,Fall,1980s
,,158035,Fall,1980s
,,193193,Fall,1980s
,,85027,Fall,1980s
,,232973,Fall,1980s
,,131748,Fall,1980s
